fid,sisid,sci_name,presence,origin,seasonal,source,compiler,yrcompiled,data_sens,sens_comm,dist_comm,tax_comm,generalisd,version,yrmodified,citation,Shape_Length,Shape_Area
1370,22715329,Phylloscopus borealoides,1,1,2,"del Hoyo et al., 2006; Brazil, 2009",Joe Taylor (BirdLife International),2016,0,, , ,0,2022.1,2010,BirdLife International and Handbook of the Birds of the World,137.5702875,37.51789513
1371,22715329,Phylloscopus borealoides,1,1,3,"del Hoyo et al., 2006; Yap et al., 2014",Joe Taylor (BirdLife International); Hannah Wheatley (BirdLife International),2016,0,, , ,0,2022.1,2016,BirdLife International and Handbook of the Birds of the World,7.888200987,0.241781215
1372,22729528,Phylloscopus canariensis,1,1,1,del Hoyo et al 2004,BirdLife International,2016,0,, , ,0,2022.1,2008,BirdLife International and Handbook of the Birds of the World,6.65299637,0.454285512
1373,22715260,Phylloscopus sibilatrix,1,1,4,"Urban, 1997",BirdLife International,2016,0,, , ,0,2022.1,2007,BirdLife International and Handbook of the Birds of the World,284.2752814,1029.279727
1374,22715260,Phylloscopus sibilatrix,1,1,3,"Urban, 1997; Borrow & Demey 2014",BirdLife International; Hannah Wheatley (BirdLife International),2016,0,, , ,0,2022.1,2015,BirdLife International and Handbook of the Birds of the World,205.3255786,483.4512987
1375,22715260,Phylloscopus sibilatrix,1,1,2,"Cramp, 1997; Flint, 1984; del Hoyo et al 2006; Milchev 1994; Ozkan 2011; Laine 1996; Aye el at 2012",BirdLife International; Hannah Wheatley (BirdLife International),2016,0,, , ,0,2022.1,2015,BirdLife International and Handbook of the Birds of the World,1306.761528,883.9626842
1376,22735629,Phylloscopus xanthodryas,1,1,2,"Flint, 1984; Cramp, 1997; Ridgley, 2003; del Hoyo et al 2006","Colin Michel (Birdlife International), BirdLife International",2016,0,, , ,0,2022.1,2016,BirdLife International and Handbook of the Birds of the World,130.2625008,28.68179753
1377,103845399,Phylloscopus trochiloides,1,1,3,del Hoyo et al. 2006; Rasmussen & Anderton 2012; Dickinson & Christidis 2014,Simon Mitchell; Phil Martin; Joe Taylor (BirdLife Intern); Hannah Wheatley (BirdLife International),2016,0,, , ,0,2022.1,2015,BirdLife International and Handbook of the Birds of the World,413.5830211,298.882833
1378,103845399,Phylloscopus trochiloides,1,1,2,Flint 1984; Cramp 1997; Mullarney et al. 1999; MacKinnon and Phillipps 2000; del Hoyo et al 2006; Brazil 2009; Porter & Aspinall 2010; Aye et al 2012; Svensson 2009,Simon Mitchell; Phil Martin; Joe Taylor (BirdLife Intern); Hannah Wheatley (BirdLife International),2016,0,, , ,0,2022.1,2015,BirdLife International and Handbook of the Birds of the World,517.9299887,1085.769016
1379,103727176,Pica hudsonia,1,1,1,"Sibley, 2014",BirdLife International; Hannah Wheatley (BirdLife International),2016,0,, , ,0,2022.1,2016,BirdLife International and Handbook of the Birds of the World,680.9046877,845.6572825
1380,22700782,Pipreola riefferii,1,1,1,"Ridgely, 2002; eBird; Xeno-Canto; Ridgely & Tudor 2009; Schulenberg et al. 2010","NatureServe, 2002; Joscelyne Ashpole (BirdLife International)",2016,0,, , ,0,2022.1,2016,BirdLife International and Handbook of the Birds of the World,91.21531981,21.00073165
1381,22698986,Poecilotriccus plumbeiceps,1,1,1,"Ridgely, 2002; Dantas et al., 2007; Schunk et al., 2012; WikiAves","WWF-US, 2000; NatureServe, 2002; Hannah Wheatley (BirdLife International)",2016,0,, , ,0,2022.1,2016,BirdLife International and Handbook of the Birds of the World,124.5654008,130.7664509
1382,22735133,Pomatorhinus ruficollis,1,1,1,"del Hoyo et al, 2007; Rasmussen & Anderton, 2005; Xeno Canto 2016, eBird 2016",Philip Martin (BirdLife International); Hannah Wheatley (BirdLife International),2016,0,, , ,0,2022.1,2016,BirdLife International and Handbook of the Birds of the World,257.1064459,246.0021978
1383,22702698,Premnornis guttuliger,1,1,1,"Ridgely, 2002; Hilty, 2003; McMullan et al, 2010; Xeno Canto; eBird","NatureServe, 2002; Hannah Wheatley (BirdLife International)",2016,0,, , ,0,2022.1,2015,BirdLife International and Handbook of the Birds of the World,96.02925016,23.76758431
1384,22712690,Pycnonotus leucogenys,1,1,1,"Cramp, 1997; del Hoyo et al, 2005; Kazmierczak, 2000; Rasmussen & Anderton, 2012; Fishpool & Tobias, 2016",Gill Bunting (BirdLife International); Joscelyne Ashpole (BirdLife International),2016,0,, , ,0,2022.1,2016,BirdLife International and Handbook of the Birds of the World,58.42807769,35.50004176
1385,22701302,Thamnophilus nigrocinereus,1,1,1,"Ridgely, 2002; Van Perlo, 2009; Neotropical Birds; WikiAves","NatureServe, 2002; Hannah WHeatley (BirdLife International)",2016,0,, , ,0,2022.1,2015,BirdLife International and Handbook of the Birds of the World,170.1608291,119.5049956
1386,22698829,Pseudotriccus ruficeps,1,1,1,"Ridgely, 2002; Cuervo et al, 2003; Krabbe et al, 2006; McMullan et al, 2010; Ridgely & Greenfield, 2001; Fitzpatrick, 2004; eBird","NatureServe, 2002; Joscelyne Ashpole (BirdLife International)",2016,0,, , ,0,2022.1,2016,BirdLife International and Handbook of the Birds of the World,86.91702157,15.99131312
1387,103834344,Pycnonotus flavescens,1,1,1,"HBW; eBird; Robson 2015; Rasmussen & Anderton, 2012; Ding, 2001; del Hoyo et al, 2005; Robson, 2002","Colin Michel (Birdlife International), Gill Bunting (BirdLife International)",2016,0,, , ,0,2022.1,2016,BirdLife International and Handbook of the Birds of the World,131.9870342,79.70800525
1388,22701904,Rhegmatorhina berlepschi,1,1,1,"Ridgely, 2002; Dantas et al, 2011; Santos et al, 2011","TNC-Wings, 1999; NatureServe, 2002; Hannah Wheatley (BirdLife International)",2016,0,, , ,0,2022.1,2015,BirdLife International and Handbook of the Birds of the World,9.942690153,5.546148418
1389,103709726,Rhipidura albicollis,1,1,1,"Rasmussen, 2004; Ding, 2001; del Hoyo et al, 2006; Rasmussen & Anderton, 2005; MacKinnon & Phillipps, 2000",BirdLife International; Hannah Wheatley (BirdLife International),2016,0,, , ,0,2022.1,2016,BirdLife International and Handbook of the Birds of the World,378.9700234,363.741232
1390,103709726,Rhipidura albicollis,1,1,3,"Rasmussen, 2004; Ding, 2001; del Hoyo et al, 2006; Rasmussen & Anderton, 2005",BirdLife International; Hannah Wheatley (BirdLife International),2016,0,, , ,0,2022.1,2016,BirdLife International and Handbook of the Birds of the World,130.8064351,51.65943717
1391,103680403,Rhynchocyclus olivaceus,1,1,1,"Ridgely, 2002","WWF-US, 2000; NatureServe, 2002; Hannah Wheatley (BirdLife International)",2016,0,, , ,0,2022.1,2016,BirdLife International and Handbook of the Birds of the World,182.4979152,229.547734
1392,22702276,Schoeniophylax phryganophilus,1,1,1,"Ridgely, 2002; Dickinson & Christidis, 2014; WikiAves; eBird; Santos et al, 2010","WWF-US, 2000; NatureServe, 2002; Hannah Wheatley (BirdLife International)",2016,0,, ,Name changed from Schoeniophylax phryganophila for gender agreement (David and Gosselin 2002).,0,2022.1,2015,BirdLife International and Handbook of the Birds of the World,124.8881222,228.7808738
1393,22702972,Sclerurus caudacutus,1,1,1,"Ridgely, 2002; WikiAves; McMullan et al, 2010; Ridgley & Greenfield, 2001; Xeno Canto; Schulenberg, 2007; eBird","WWF-US, 2000; NatureServe, 2002; Hannah Wheatley (BirdLife International)",2018,0,, , ,0,2022.1,2015,BirdLife International and Handbook of the Birds of the World,192.6256603,449.8871766
1394,103658059,Thamnophilus bernardi,1,1,1,"Ridgely, 2002","NatureServe, 2002; Hannah Wheatley (BirdLife International)",2016,0,, , ,0,2022.1,2015,BirdLife International and Handbook of the Birds of the World,30.90635113,8.349956726
1395,22701257,Sakesphorus cristatus,1,1,1,"Ridgely, 2002; da Silva et al, 2011; Kirwan et al., 2001; Kirwan, et al., 2004; Marini and Lopes, 2005; WikiAves","WWF-US, 2000; NatureServe, 2002; Hannah Wheatley (BirdLife International)",2016,0,, , ,0,2022.1,2015,BirdLife International and Handbook of the Birds of the World,70.15050278,94.39642422
1396,22710156,Saxicola rubetra,1,1,2,"del Hoyo et al, 2005; Keith, 1992; De Juana & Garcia 2015; Dubois et al 2008; Meschini & Frugis 1993; Kirwan et al 2008; Mansoori 2008; Porter & Aspinall 2010",Philip Taylor (BirdLife International); Hannah Wheatley (BirdLife International),2016,0,, , ,0,2022.1,2015,BirdLife International and Handbook of the Birds of the World,1636.364508,1468.60949
1397,22710156,Saxicola rubetra,1,1,3,"del Hoyo et al, 2005; Cramp, 1997; Borrow & Demey 2014; Redman et al 2011; Stevenson & Fanshawe 2002",Philip Taylor (BirdLife International); Hannah Wheatley (BirdLife International),2016,0,, , ,0,2022.1,2015,BirdLife International and Handbook of the Birds of the World,389.9712965,661.0001138
1398,22702962,Sclerurus mexicanus,1,1,1,"Stiles and Skutch, 1989; Ridgely and Gwynne, 1989; Ridgely & Greenfield, 2001; Zook, 2002; Ridgely, 2002; Martinez- Sanchez, 2007; Olmos et al., 2011; eBird","WWF-US, 2000; NatureServe, 2002; Hannah Wheatley (BirdLife International)",2020,0,, , ,0,2022.1,2015,BirdLife International and Handbook of the Birds of the World,377.6669704,521.5831931
1399,103677312,Schiffornis turdina,1,1,1,"Stiles and Skutch, 1989; Ridgely and Gwynne, 1989; Zook, 2002; Ridgely, 2002; Pimentel & Olmos, 2011; WikiAves; Xeno Canto; eBird","WWF-US, 2000; NatureServe, 2002; Joscelyne Ashpole (BirdLife International)",2016,0,, ,Family placement uncertain.,0,2022.1,2016,BirdLife International and Handbook of the Birds of the World,206.9424652,458.8306507
1400,22723247,Poospiza whitii,1,1,1,"Ridgely, 2002","WWF-US, 2000; NatureServe, 2002; Rob Martin (BirdLife International)",2016,0,, ,whitii group,0,2022.1,2016,BirdLife International and Handbook of the Birds of the World,82.62002879,26.94372335
1401,104008381,Sericornis nouhuysi,1,1,1,"Beehler et al, 1987; Del Hoyo et al, 2007; Beehler & Pratt, 2016",Philip Taylor (BirdLife International); Joscelyne Ashpole (BirdLife International),2016,0,, , ,0,2022.1,2016,BirdLife International and Handbook of the Birds of the World,69.65093258,10.81648247
1402,103681997,Serpophaga subcristata,1,1,1,"Ridgely, 2002; Van Perlo, 2009; WikiAves","WWF-US, 2000; NatureServe, 2002; Hannah Wheatley (BirdLife International)",2016,0,, , ,0,2022.1,2016,BirdLife International and Handbook of the Birds of the World,168.252409,500.5466981
1403,103780801,Psarocolius bifasciatus,1,1,1,"Ridgely, 2002",Alwin Hardenbol (BirdLife International),2016,0,, , ,0,2022.1,2016,BirdLife International and Handbook of the Birds of the World,49.24216835,11.92909998
1404,22720084,Crithagra citrinelloides,1,1,1,"Fry et al., 2004; Ash and Atkins, 2009; Redman et al., 2009",Joe Taylor (BirdLife International); Alwin Hardenbol (BirdLife International),2016,0,, , ,0,2022.1,2016,BirdLife International and Handbook of the Birds of the World,73.14640956,45.63508043
1405,22702872,Syndactyla ucayalae,1,1,1,"Olmos et al, 2011; Aleixo et al, 2000; Ridgley & Tudor, 1994; Schulenberg et al, 2007; Xeno Canto","TNC-Wings, 1999; NatureServe, 2002; Hannah Wheatley (BirdLife International)",2016,0,, , ,0,2022.1,2015,BirdLife International and Handbook of the Birds of the World,30.66396927,23.64549789
1406,22711202,Sitta carolinensis,1,1,1,"Poole and Gill, 1992; Dunn et al. 2011","Colin Michel (Birdlife International), WILDSPACETM 2002",2016,0,, , ,0,2022.1,2016,BirdLife International and Handbook of the Birds of the World,801.3631805,964.6221165
1407,22711202,Sitta carolinensis,1,1,3,"Poole and Gill, 1992; Dunn et al. 2011","Colin Michel (Birdlife International),",2016,0,, , ,0,2022.1,2016,BirdLife International and Handbook of the Birds of the World,34.53396869,34.66487353
1408,22711184,Sitta krueperi,1,1,1,"Harrap & Quinn, 1996; del Hoyo et al, 2008; Albayrak & Erdogan, 2010","Rob Martin, Joe Taylor (BirdLife International); Hannah Wheatley (BirdLife International)",2016,0,, , ,0,2022.1,2014,BirdLife International and Handbook of the Birds of the World,94.72486067,29.70862656
1409,22734643,Suiriri suiriri,1,1,1,"Ridgley, 2003, del Hoyo et al, 2004; Ridgely, 2002","WWF-US, 2000; NatureServe, 2002",2016,0,, ,Suiriri suiriri suiriri,0,2022.1,2006,BirdLife International and Handbook of the Birds of the World,78.44985078,190.0926925
1410,22734643,Suiriri suiriri,1,1,3,"Ridgley, 2003, del Hoyo et al, 2004; Ridgely, 2002","WWF-US, 2000; NatureServe, 2002",2016,0,, ,Suiriri suiriri suiriri,0,2022.1,2006,BirdLife International and Handbook of the Birds of the World,24.84202435,24.42958719
1411,22734643,Suiriri suiriri,1,1,1,"Xeno Canto; Wiki Aves; Howard & Moore, 2014",Joscelyne Ashpole (BirdLife International),2016,0,, ,Suiriri suiriri burmeisteri,0,2022.1,2016,BirdLife International and Handbook of the Birds of the World,5.731282306,0.590464067
1412,22734643,Suiriri suiriri,1,1,1,"Xeno Canto; Wiki Aves; Howard & Moore, 2014",Joscelyne Ashpole (BirdLife International),2016,0,, ,Suiriri suiriri bahiae & burmeisteri,0,2022.1,2016,BirdLife International and Handbook of the Birds of the World,112.9293071,344.0152716
1413,103872581,Sylvia abyssinica,1,1,1,"eBirdFry, 2000; Jones, 2003; del Hoyo, Elliott & Christie, 2007; Redman et al, 2009; Ash & Atkins, 2009; Borrow & Demey, 2001; Dowsett-Lemaire & Dowsett, 2006; Carswell et al, 2005; Stevenson & Fanshawe, 2002; Dowsett et al, 2008","Colin Michel (Birdlife International), Philip Martin (BirdLife International)",2016,0,, , ,0,2022.1,2016,BirdLife International and Handbook of the Birds of the World,183.708838,31.72640506
1414,22716901,Sylvia atricapilla,1,1,3,"Urban, 1997; Cramp, 1997; De Juana & Garcia 2015",BirdLife International; Hannah Wheatley (BirdLife International),2016,0,, , ,0,2022.1,2015,BirdLife International and Handbook of the Birds of the World,650.005232,412.6252265
1415,22716901,Sylvia atricapilla,1,1,4,"Urban, 1997",BirdLife International,2016,0,, , ,0,2022.1,2007,BirdLife International and Handbook of the Birds of the World,242.9905369,669.0734218
1416,22716984,Curruca undata,1,1,3,"Urban, 1997; Cramp, 1997; De Juana & Garcia 2015; Shirihai et al 2001",BirdLife International;  Hannah Wheatley (BirdLife International),2016,0,, , ,0,2022.1,2015,BirdLife International and Handbook of the Birds of the World,99.05007028,58.12484125
1417,22716984,Curruca undata,1,1,1,"Urban, 1997; Cramp, 1997; De Juana & Garcia 2015; Shirihai et al 2001; Balmer et al 2013",BirdLife International;  Hannah Wheatley (BirdLife International),2016,0,, , ,0,2022.1,2015,BirdLife International and Handbook of the Birds of the World,328.1268992,88.61255838
1418,22702399,Synallaxis scutata,1,1,1,"Ridgely, 2002; Robbins et al., 2013; Pearman, 1993; eBird; Xeno Canto","TNC-Wings, 1999; NatureServe, 2002; Hannah Wheatley (BirdLife International)",2018,0,, , ,0,2022.1,2015,BirdLife International and Handbook of the Birds of the World,110.3218406,317.5529208
1419,22699410,Tachuris rubrigastra,1,1,1,"Ridgely, 2002; Schulenberg et al, 2010; Jaramillo, 2005","WWF-US, 2000; NatureServe, 2002; Joscelyne Ashpole (BirdLife International)",2016,0,, , ,0,2022.1,2016,BirdLife International and Handbook of the Birds of the World,317.0310503,225.1208435
1420,22699410,Tachuris rubrigastra,1,1,3,"Ridgely, 2002","WWF-US, 2000; NatureServe, 2002",2016,0,, , ,0,2022.1,2002,BirdLife International and Handbook of the Birds of the World,39.84715424,57.01058213
1421,22736114,Tarsiger rufilatus,1,1,2,"Flint, 1984; Ding et al., 2001; Brazil 2009; Rasmussen and Anderton, 2005",Jacob Willmore (BirdLife International),2016,0,, , ,0,2022.1,2016,BirdLife International and Handbook of the Birds of the World,106.5033338,104.3242235
1422,22736114,Tarsiger rufilatus,1,1,1,"Rasmussen and Anderton, 2005; Brazil, 2009",Jacob Willmore (BirdLife International),2016,0,, , ,0,2022.1,2016,BirdLife International and Handbook of the Birds of the World,88.88025829,45.30909343
1423,22736114,Tarsiger rufilatus,1,1,3,"Rasmussen and Anderton, 2005; Brazil, 2009; Robson, 2002; Robson, 2008; MacKinnon and Phillipps, 2000; Xeno-Canto, 2016",Jacob Willmore (BirdLife International),2016,0,, , ,0,2022.1,2016,BirdLife International and Handbook of the Birds of the World,155.3772393,94.11926385
1424,22733849,Thamnophilus tenuepunctatus,1,1,1,"Ridgely, 2002; Ridgely and Tudor, 1994","NatureServe, 2002; Hannah Wheatley (BirdLife International)",2016,0,, , ,0,2022.1,2015,BirdLife International and Handbook of the Birds of the World,32.18518269,8.665912082
1425,22701312,Thamnophilus unicolor,1,1,1,"Ridgely, 2002; Schulenberg et al, 2010; McMullan et al, 2010","NatureServe, 2002; Hannah Wheatley (BirdLife International)",2016,0,, , ,0,2022.1,2015,BirdLife International and Handbook of the Birds of the World,79.90126724,13.72284351
1426,103888269,Pheugopedius euophrys,1,1,1,"Ridgely, 2002","TNC-Wings, 1999; NatureServe, 2002; Jacob Willmore (BirdLife International)",2016,0,, , ,0,2022.1,2016,BirdLife International and Handbook of the Birds of the World,14.19781307,4.086649543
1427,22699605,Tolmomyias sulphurescens,1,1,1,"Howell and Webb, 1995; Kenefick et al, 2007; Fitzpatrick, 2004; eBird; Wiki Aves","NatureServe, 2002; WWF-US, 2000; Joscelyne Ashpole (BirdLife International)",2021,0,, ,Also known as Yellow-olive Flatbill (Ridgely and Greenfield 2001).,0,2022.1,2016,BirdLife International and Handbook of the Birds of the World,574.6550929,1034.776313
1428,103676987,Tityra cayana,1,1,1,"Ridgely, 2002","WWF-US, 2000; NatureServe, 2002; Joscelyne Ashpole (BirdLife International); Hannah Wheatley (BirdLife International)",2016,0,, ,Family placement uncertain.,0,2022.1,2016,BirdLife International and Handbook of the Birds of the World,154.1382017,417.4604593
1429,22700689,Tityra semifasciata,1,1,1,"Ridgley, 2003; del Hoyo et al, 2004; Zook, 2002; Bodrati et al, 2008; Pagano & Bodrati, 2011; Godoi et al, 2011; Nunes et al, 2013; Girardi & Carrano, 2014","NatureServe, 2002; Joscelyne Ashpole (BirdLife International)",2021,0,, ,Family placement uncertain.,0,2022.1,2016,BirdLife International and Handbook of the Birds of the World,513.2982338,565.9919582
1430,103680560,Tolmomyias flaviventris,1,1,1,"Ridgely, 2002; Angehr et al, 2010; Dickinson & Christidis, 2014; Kenefick et al, 2007","WWF-US, 2000; NatureServe, 2002; Joscelyne Ashpole (BirdLife International)",2016,0,, , ,0,2022.1,2016,BirdLife International and Handbook of the Birds of the World,281.8888585,552.0725609
1431,103871402,Argya striata,1,1,1,"del Hoyo et al, 2007; Rasmussen & Anderton, 2005; Grimmett et al, 1998; Grimmett et al, 2008","Colin Michel (Birdlife International), Richard Johnson (BirdLife International)",2016,0,, , ,0,2022.1,2016,BirdLife International and Handbook of the Birds of the World,194.84408,273.9739831
1432,22734111,Turdus abyssinicus,1,1,1,"Urban, 1997; Hockey, Dean & Ryan, 2005; Carswell et al, 2005; del Hoyo, Elliott & Christie, 2005; Stevenson & Fanshawe, 2002; Parker, 2005; Dowsett, Aspinall & Dowsett-Lemaire, 2008; Dowsett-Lemaire & Dowsett, 2006","Philip Martin (BirdLife International), Jacob Willmore (BirdLife International)",2016,0,, , ,0,2022.1,2016,BirdLife International and Handbook of the Birds of the World,143.0786432,80.73606604
1433,22708942,Turdus albicollis,1,1,1,"Ridgely, 2002; Ridgely and Gwynne, 1989; Zook, 2002","WWF-US, 2000; NatureServe, 2002; Jacob Willmore (BirdLife International)",2021,0,, , ,0,2022.1,2016,BirdLife International and Handbook of the Birds of the World,399.5472466,710.226481
1434,103889964,Turdus chiguanco,1,1,1,"Ridgely, 2002; Clement et al, 2000","NatureServe, 2002; Alwin Hardenbol (BirdLife International)",2016,0,, , ,0,2022.1,2016,BirdLife International and Handbook of the Birds of the World,58.28834065,40.04553956
1435,103888106,Turdus merula,1,3,1,"Barrett, 2003; Bull, 1985",BirdLife International,2016,0,, , ,0,2022.1,2006,BirdLife International and Handbook of the Birds of the World,391.9085952,130.4766768
1436,103888106,Turdus merula,1,1,2,"Cramp, 1997; Rasmussen, 2004; Rasmussen & Anderton, 2004, Clement et al, 2000; del Hoyo et al, 2005; Svensson et al. 2010; Porter et al. 2013; Ayé et al. 2012; Rasmussen et al.2012","Colin Michel (Birdlife International), BirdLife International",2016,0,, , ,0,2022.1,2016,BirdLife International and Handbook of the Birds of the World,453.6138978,514.8179954
1437,103888106,Turdus merula,1,1,1,"Rasmussen, 2004; Ding, 2001; Cramp, 1997; Porter, 1996; Urban, 1997; Flint, 1984; Rasmussen & Anderton, 2004, Clement et al, 2000; del Hoyo et al, 2005; Svensson et al. 2010; Porter et al. 2013; Ayé et al. 2012; Rasmussen et al. 2012","Colin Michel (Birdlife International), BirdLife International",2016,0,, , ,0,2022.1,2016,BirdLife International and Handbook of the Birds of the World,2006.627456,806.0266085
1438,103888106,Turdus merula,1,1,3,"Urban, 1997; Cramp, 1997; Rasmussen, 2004; Robson, 2002; Rasmussen & Anderton, 2004, Clement et al, 2000; del Hoyo et al, 2005; Svensson et al. 2010; Porter et al. 2013; Ayé et al. 2012; Rasmussen et al. 2012","Colin Michel (Birdlife International), BirdLife International",2016,0,, , ,0,2022.1,2016,BirdLife International and Handbook of the Birds of the World,483.8814794,252.0172856
1439,103892088,Turdus naumanni,1,1,2,"del Hoyo et al, 2005; MacKinnon & Phillipps, 2000; HBW; Clement et al. 2010; Murray 2009","Colin Michel (Birdlife International), Philip Martin (BirdLife International)",2016,0,, , ,0,2022.1,2016,BirdLife International and Handbook of the Birds of the World,104.5936647,313.769165
1440,103892088,Turdus naumanni,1,1,3,"del Hoyo et al, 2005; MacKinnon & Phillipps, 2000; Robson, 2002; Rasmussen & Adnerton, 2005; HBW; Clement et al. 2010; Murray 2009","Colin Michel (Birdlife International), Philip Martin (BirdLife International)",2016,0,, , ,0,2022.1,2016,BirdLife International and Handbook of the Birds of the World,266.381737,253.3681877
1441,22708858,Turdus nigriceps,1,1,3,"Ridgely, 2002","NatureServe, 2002; Alwin Hardenbol (BirdLife International)",2016,0,, , ,0,2022.1,2016,BirdLife International and Handbook of the Birds of the World,36.45773701,26.88044407
1442,22708858,Turdus nigriceps,1,1,1,"Ridgely, 2002","NatureServe, 2002; Alwin Hardenbol (BirdLife International)",2016,0,, , ,0,2022.1,2016,BirdLife International and Handbook of the Birds of the World,38.98832957,26.67260512
1443,22708863,Turdus subalaris,1,1,3,"Ridgely, 2002","TNC-Wings, 1999; NatureServe, 2002; Alwin Hardenbol (BirdLife International)",2016,0,, , ,0,2022.1,2016,BirdLife International and Handbook of the Birds of the World,49.82712213,139.1528042
1444,22701125,Xenopipo atronitens,1,1,1,"Ridgely, 2002; Whittaker, 2004; Poletto & Aleixo, 2005; Tobias & Seddon, 2007; Whittaker, 2009; Schulenberg et al., 2010; Vidoz et al, 2010; Olmos et al., 2011; Harvey et al., 2014","NatureServe, 2002; Hannah Wheatley (BirdLife International)",2018,0,, , ,0,2022.1,2016,BirdLife International and Handbook of the Birds of the World,125.5096225,161.9934732
1445,103676429,Cryptopipo holochlora,1,1,1,"Ridgely, 2002; Snow, 2016c","NatureServe, 2002; Hannah Wheatley (BirdLife International)",2016,0,, ,"Formerly placed in the genus Chloropipo, but Prum (1992) recommended placing this species in the Xenopipo.",0,2022.1,2016,BirdLife International and Handbook of the Birds of the World,48.57866221,27.51775322
1446,103670750,Xenops minutus,1,1,1,"Ridgely, 2002; Howell and Webb, 1995; Stiles and Skutch, 1989; Ridgely and Gwynne, 1989; Zook, 2002; Ridgely, 2002","WWF-US, 2000; NatureServe, 2002; Hannah Wheatley (BirdLife International)",2016,0,, , ,0,2022.1,2015,BirdLife International and Handbook of the Birds of the World,76.2429438,82.59429173
1447,22703118,Xiphorhynchus spixii,1,1,1,"Ridgely, 2002; Dornas & Pinheiro, 2011; WikiAves","NatureServe, 2002; Hannah Wheatley (BirdLife International)",2018,0,, ,"Formerly included the species Xiphorhynchus elegans, but recent genetic and morphological data support recognition of two species (Marantz et al. 2003).",0,2022.1,2015,BirdLife International and Handbook of the Birds of the World,69.99786284,81.14071951
1448,22708375,Geokichla citrina,1,1,2,"Ding, 2001; Rasmussen & Anderton, 2005; del Hoyo et al, 2005; Rasmussen et al. 2012; eBird","Colin Michel (Birdlife International), BirdLife International",2019,0,, , ,0,2022.1,2016,BirdLife International and Handbook of the Birds of the World,50.22143656,26.03568523
1449,22708375,Geokichla citrina,1,1,3,"Ding, 2001; Rasmussen & Anderton, 2005; del Hoyo et al, 2005; Rasmussen et al. 2012; eBird","Colin Michel (Birdlife International), BirdLife International",2019,0,, , ,0,2022.1,2016,BirdLife International and Handbook of the Birds of the World,320.6810901,111.046366
1450,22708375,Geokichla citrina,1,1,1,"Ding, 2001; Rasmussen & Anderton, 2005; del Hoyo et al, 2005; Rasmussen et al. 2012; Robson, 2015; Myers, 2016; eBird","Colin Michel (Birdlife International), BirdLife International",2019,0,, , ,0,2022.1,2016,BirdLife International and Handbook of the Birds of the World,267.162784,254.7760055
1451,22699156,Zimmerius viridiflavus,1,1,1,"Young, 2007; Rheindt et al. 2013; Schulenberg et al, 2010","TNC-Wings, 1999; NatureServe, 2007; Joscelyne Ashpole (BirdLife International); Hannah Wheatley (BirdLife International)",2016,0,, , ,0,2022.1,2016,BirdLife International and Handbook of the Birds of the World,24.0796957,7.306771754
1452,103888890,Zosterops mauritianus,1,1,1,"Sinclair, 1998","Colin Michel (Birdlife International), Rado Andriamasimanana (BirdLife International)",2016,0,, , ,0,2022.1,2016,BirdLife International and Handbook of the Birds of the World,2.085027385,0.162329178
1453,103799746,Myiothlypis bivittata,1,1,1,"Ridgely, 2002","NatureServe, 2002; Alwin Hardenbol (BirdLife International)",2016,0,, , ,0,2022.1,2016,BirdLife International and Handbook of the Birds of the World,32.21635086,9.854429129
1454,103845767,Anisognathus igniventris,1,1,1,"Ridgely, 2002; HBW","NatureServe, 2002; James Westrip (BirdLife International)",2016,0,, , ,0,2022.1,2016,BirdLife International and Handbook of the Birds of the World,26.72950455,8.102936992
1455,22722624,Anisognathus melanogenys,1,1,1,"Ridgely, 2002; ebird 2016; xeno-canto 2016","TNC-Wings, 1999; NatureServe, 2002; James Westrip (BirdLife International)",2016,0,, ,Also known as Santa Marta Mountain-Tanager (Ridgely and Tudor 1989).,0,2022.1,2016,BirdLife International and Handbook of the Birds of the World,2.977618857,0.653616292
1456,103845565,Anisognathus somptuosus,1,1,1,"Ridgely, 2002; ebird 2016; xeno-canto 2016; schulenberg et al. 2007 Birds of Peru","NatureServe, 2002; James Westrip (BirdLife International)",2016,0,, , ,0,2022.1,2016,BirdLife International and Handbook of the Birds of the World,102.2974002,26.1566739
1457,103801509,Basileuterus culicivorus,1,1,1,"Ridgley, 2003; Curson et al, 1994; Ridgely, 2002","WWF-US, 2000; NatureServe, 2002; Alwin Hardenbol (BirdLife International)",2020,0,, , ,0,2022.1,2016,BirdLife International and Handbook of the Birds of the World,121.6501589,44.50388645
1458,103845906,Chlorochrysa calliparaea,1,1,1,"Ridgley, 2003; ebird 2016",James Westrip (BirdLife International),2016,0,, , ,0,2022.1,2016,BirdLife International and Handbook of the Birds of the World,22.90410541,6.266486607
1459,105296047,Myiothlypis luteoviridis,1,1,1,"Ridgely, 2002","NatureServe, 2002; Alwin Hardenbol (BirdLife International)",2016,0,, , ,0,2022.1,2016,BirdLife International and Handbook of the Birds of the World,53.37184586,10.15543219
1460,103792683,Cacicus cela,1,1,1,"Ridgley, 2003;Jaramillo & Burke, 1999; Ridgely, 2002",Alwin Hardenbol (BirdLife International),2020,0,, , ,0,2022.1,2016,BirdLife International and Handbook of the Birds of the World,261.1230601,703.574113
