fid,sisid,sci_name,presence,origin,seasonal,source,compiler,yrcompiled,data_sens,sens_comm,dist_comm,tax_comm,generalisd,version,yrmodified,citation,Shape_Length,Shape_Area
2522,103881682,Catharus ustulatus,1,1,2,"Poole and Gill, 1992-2002; HBW; eBird","Colin Michel (Birdlife International), NatureServe, 2002",2021,0,, , ,0,2022.1,2016,BirdLife International and Handbook of the Birds of the World,371.1314123,60.91855689
2523,103881682,Catharus ustulatus,1,1,3,"Ridgely, 2002; HBW; eBird","Colin Michel (Birdlife International), WWF-US, 2000; NatureServe, 2002",2021,0,, , ,0,2022.1,2016,BirdLife International and Handbook of the Birds of the World,163.8071204,68.54702612
2524,22714693,Acrocephalus melanopogon,1,1,2,"Cramp, 1997; Flint, 1984; del Hoyo et al 2006, Baker 1997; Kirwan et al 2008;",BirdLife International; Hannah Wheatley (BirdLife International),2018,0,, , ,0,2022.1,2015,BirdLife International and Handbook of the Birds of the World,354.6658701,203.4435298
2525,22714693,Acrocephalus melanopogon,1,1,3,"Urban, 1997; del Hoyo et al 2006, Baker 1997; Kirwan et al 2008",BirdLife International; Hannah Wheatley (BirdLife International),2018,0,, , ,0,2022.1,2015,BirdLife International and Handbook of the Birds of the World,416.9827713,114.7990816
2526,22714693,Acrocephalus melanopogon,1,1,1,"Ding, 2001; Porter, 1996; Urban, 1997; Cramp, 1997; del Hoyo et al 2006, Baker 1997; Kennerley & Pearson 2010; Jennings 2010; Porter & Aspinall 2010",BirdLife International; Hannah Wheatley (BirdLife International),2018,0,, , ,0,2022.1,2015,BirdLife International and Handbook of the Birds of the World,215.1095021,48.89340033
2527,102998555,Alauda arvensis,1,1,2,"Cramp, 1997; Flint, 1984; del Hoyo et al, 2004; Snow & Perrins, 1998; Mackinnon & Phillips, 2000; Brazil 2009; Gombobaatar et al 2011; Aye et al 2012; Svensson 2009; Porter & Aspinall 2010; Mansoori 2008; Grimmett et al 2011; Marti & Moral 2003",BirdLife International; Hannah Wheatley (BirdLife International),2018,0, , , ,0,2022.1,2015,BirdLife International and Handbook of the Birds of the World,1832.793761,3072.707231
2528,102998555,Alauda arvensis,1,1,1,"Cramp, 1997; Keith, 1992; del Hoyo et al, 2004; Snow & Perrins, 1998; Mackinnon & Phillips, 2000 Porter, 1996; Rasmussen, 2004; Ding, 2001; Kirwan et al 2008; Brazil 2009; Aye et al 2012;  Svensson 2009; Mansoori 2008; Marti & Moral 2003",BirdLife International; Hannah Wheatley (BirdLife International),2018,0, , , ,0,2022.1,2015,BirdLife International and Handbook of the Birds of the World,1242.272792,479.3538052
2529,102998555,Alauda arvensis,1,1,3,"Cramp, 1997; Keith, 1992; del Hoyo et al, 2004; Snow & Perrins, 1998; Mackinnon & Phillips, 2000 Porter, 1996; Rasmussen, 2004; Ding, 2001;  Brazil 2009; Aye et al 2012; Svensson 2009; Porter & Aspinall 2010; Mansoori 2008; Rasmussen & Anderton 2012",BirdLife International; Hannah Wheatley (BirdLife International),2018,0, , , ,0,2022.1,2015,BirdLife International and Handbook of the Birds of the World,802.2163772,783.5464732
2530,102998555,Alauda arvensis,1,3,1,"Bull, 1985; Pratt, 1987; Barrett, 2003; Dyer et al 2016",Hannah Wheatley (BirdLife International),2018,0, , , ,0,2022.1,2017,BirdLife International and Handbook of the Birds of the World,550.9997013,62.19442581
2531,22714693,Acrocephalus melanopogon,1,1,4,Xeno Canto 2017,Hannah Wheatley (BirdLife International),2018,0,,,,0,2022.1,2018,BirdLife International and Handbook of the Birds of the World,390.8904766,275.4163779
2532,102998555,Alauda arvensis,1,1,4,Xeno Canto 2017,Hannah Wheatley (BirdLife International),2018,0,,,,0,2022.1,2018,BirdLife International and Handbook of the Birds of the World,308.0737035,321.2098725
2533,22718501,Anthus campestris,1,1,4,Xeno Canto 2017,Hannah Wheatley (BirdLife International),2018,0,,,,0,2022.1,2018,BirdLife International and Handbook of the Birds of the World,1372.837474,1601.177048
2534,22718546,Anthus trivialis,1,1,4,Xeno Canto 2017,Hannah Wheatley (BirdLife International),2018,0,,,,0,2022.1,2018,BirdLife International and Handbook of the Birds of the World,2235.088282,2791.948761
2535,22695967,Buteo hemilasius,1,1,4,Xeno Canto 2017,Hannah Wheatley (BirdLife International),2021,0,,,,0,2022.1,2018,BirdLife International and Handbook of the Birds of the World,164.5798818,120.1244863
2536,103881682,Catharus ustulatus,1,1,4,Xeno Canto 2017,Hannah Wheatley (BirdLife International),2021,0,,,,0,2022.1,2018,BirdLife International and Handbook of the Birds of the World,1030.734444,1005.5629
2537,22692073,Grus vipio,1,1,4,Xeno Canto 2017,Hannah Wheatley (BirdLife International),2018,0,,,,0,2022.1,2018,BirdLife International and Handbook of the Birds of the World,228.7080358,138.0040801
2538,22735082,Trochalopteron lineatum,1,1,1,"del Hoyo et al, 2007; Rasmussen & Anderton, 2005, 2012; MacKinnon et al., 2000; eBird, 2018",Philip Martin (BirdLife International); Anna Motis (HBW),2018,0,, , ,0,2022.1,2018,BirdLife International and Handbook of the Birds of the World,133.5058237,38.18435343
2539,22720395,Spinus barbatus,1,1,1,"Ridgely, 2002; eBird, 2018","NatureServe, 2002; Anna Motis (HBW)",2018,0,, , ,0,2022.1,2018,BirdLife International and Handbook of the Birds of the World,229.3266628,137.6256441
2540,22716647,Alcippe nipalensis,1,1,1,"Rasmussen and Anderton, 2005, 2012; del Hoyo et al., 2007; Mohan & Kumar, 2010",BirdLife International; Anna Motis (HBW),2018,0,, , ,0,2022.1,2018,BirdLife International and Handbook of the Birds of the World,105.1833934,31.65551737
2541,22730755,Alethe diademata,1,1,1,"Jones, 2003; Keith, 1992; del Hoyo et al, 2005; Borrow & Demey, 2001, 2014","BirdLife International; Anna Motis (HBW)
",2018,0,, , ,0,2022.1,2018,BirdLife International and Handbook of the Birds of the World,55.96746214,36.70677272
2542,22721147,Ammodramus humeralis,1,1,1,"Ridgely, 2002; Harvey et al, 2011, 2014; Lees et al, 2013 ","WWF-US, 2000; NatureServe, 2002; Anna Motis (HBW)",2018,0,, , ,0,2022.1,2018,BirdLife International and Handbook of the Birds of the World,342.4028232,787.9676191
2543,22722038,Myiothlypis flaveola,1,1,1,"Ridgely, 2002; del Hoyo et al, 2010; McMullan & Donegan, 2014; eBird, 2018; XenoCanto, 2018; WikiAves, 2018","WWF-US, 2000; NatureServe, 2002; Anna Motis (HBW)",2018,0,, , ,0,2022.1,2018,BirdLife International and Handbook of the Birds of the World,134.0239717,343.9495523
2544,22722031,Myiothlypis leucoblephara,1,1,1,"Ridgely, 2002; del Hoyo et al, 2010; eBird, 2018; XenoCanto, 2018; WikiAves, 2018","WWF-US, 2000; NatureServe, 2002; Anna Motis (HBW)",2018,0,, ,Also known as White-rimmed Warbler (Ridgely and Tudor 1989).,0,2022.1,2018,BirdLife International and Handbook of the Birds of the World,78.9159572,143.5589373
2545,22722016,Basileuterus rufifrons,1,1,1,"Ridgely, 2002; Ascanio et al, 2017; Jones, 2004; McCormack et al, 2007; del Hoyo et al, 2010; eBird, 2018","NatureServe, 2002; Anna Motis (HBW)",2020,0,, ,"Basileuterus rufifrons delatrii, considered by some authorities to represent a distinct species.",0,2022.1,2018,BirdLife International and Handbook of the Birds of the World,177.8243556,82.94360449
2546,22722028,Basileuterus tristriatus,1,1,1,"Ridgely and Gwynne, 1989; Zook, 2002; Salaman, 2015","NatureServe, 2002",2018,0,, , ,0,2022.1,2018,BirdLife International and Handbook of the Birds of the World,155.2883594,39.09868431
2547,22711306,Campylorhynchus turdinus,1,1,1,"Ridgely, 2002; Smith et al, 2013; Bodrati et al, 2012","WWF-US, 2000; NatureServe, 2002; Anna Motis (HBW)
; Anna Motis (HBW)
",2018,0,, , ,0,2022.1,2018,BirdLife International and Handbook of the Birds of the World,152.4927867,373.4206048
2548,22720410,Spinus psaltria,1,1,2,"Sibley, 2000","NatureServe, 2002",2018,0,, , ,0,2022.1,2002,BirdLife International and Handbook of the Birds of the World,61.53117767,131.0064234
2549,22720410,Spinus psaltria,1,1,3,"Sibley, 2000; Howell and Webb, 1995","NatureServe, 2002",2018,0,, , ,0,2022.1,2002,BirdLife International and Handbook of the Birds of the World,75.27994493,21.29934044
2550,22720563,Haemorhous mexicanus,1,1,1,"Howell and Webb, 1995; Birds of North America Online, 2012; Dunn & Alderfer, 2011; eBird, 2018","WILDSPACETM 2002; NatureServe, 2002; Anna Motis (HBW)",2018,0,, , ,0,2022.1,2018,BirdLife International and Handbook of the Birds of the World,767.1893544,1079.369623
2551,22720567,Carpodacus pulcherrimus,1,1,1,"Ding, 2001; MacKinnon and Phillipps, 2000; Kazmierzcak, 2000; Gombobaatar et al, 2011",Gill Bunting (BirdLife International); Anna Motis (HBW),2018,0,, , ,0,2022.1,2018,BirdLife International and Handbook of the Birds of the World,142.7834012,237.3058632
2552,22722162,Chlorospingus flavopectus,1,1,1,"Howell and Webb, 1995; Ascanio et al, 2017; Jones, 2004; del Hoyo et al, 2011","NatureServe, 2002; Anna Motis (HBW)",2020,0,, , ,0,2022.1,2018,BirdLife International and Handbook of the Birds of the World,207.6480552,49.06374983
2553,22723122,Spodiornis rusticus,1,1,1,"Ridgely and Gwynne, 1989; Zook, 2002; del Hoyo et al, 2003; Ascanio et al, 2017; Braun et al, 2003; Ridgely & Tudor, 2009","TNC-Wings, 1999; NatureServe, 2002; Anna Motis (HBW)",2021,0,, , ,0,2022.1,2018,BirdLife International and Handbook of the Birds of the World,171.1543757,39.83769292
2554,22723047,Coryphospingus pileatus,1,1,1,"Ridgely, 2002; del Hoyo et al, 2011; Ascanio et al, 2017","WWF-US, 2000; NatureServe, 2002; Anna Motis (HBW)",2018,0,, ,Also known as Gray Pileated-Finch (Ridgely and Tudor 1989).,0,2022.1,2018,BirdLife International and Handbook of the Birds of the World,165.2818119,229.2966328
2555,22722130,Cypsnagra hirundinacea,1,1,1,"Ridgely, 2002; del Hoyo et al, 2011; Pichorim et al, 2014; eBird, 2018; WikiAves, 2018","WWF-US, 2000; NatureServe, 2002; Anna Motis (HBW)",2018,0,, , ,0,2022.1,2018,BirdLife International and Handbook of the Birds of the World,108.7593117,270.1378655
2556,103889860,Zosterops maderaspatanus,1,1,1,"BirdLife International; del Hoyo et al, 2008; Safford & Hawkins, 2013","Rado Andriamasimanana (BirdLife International); Hannah Wheatley (BirdLife International); Anna Motis (HBW)
",2018,0,, , ,0,2022.1,2018,BirdLife International and Handbook of the Birds of the World,67.07764273,50.98482411
2557,22723652,Diglossa albilatera,1,1,1,"Ridgely, 2002; eBird, 2018; XenoCanto, 2018","NatureServe, 2002; Anna Motis (HBW)",2018,0,, , ,0,2022.1,2018,BirdLife International and Handbook of the Birds of the World,84.72876443,20.78349027
2558,22723708,Diglossa caerulescens,1,1,1,"Ridgely, 2002; eBird","NatureServe, 2002; Anna Motis (HBW)",2018,0,, ,This species may belong in the genus Diglossopis (Ridgely and Greenfield 2001).,0,2022.1,2018,BirdLife International and Handbook of the Birds of the World,100.3688982,23.08877835
2559,22720963,Emberiza elegans,1,1,1,"Flint, 1984; Brazil, 2009; MacKinnon and Phillipps, 2000; del Hoyo et al, 2011","Robert Calvert (BirdLife International); Anna Motis (HBW)
",2018,0,, , ,0,2022.1,2018,BirdLife International and Handbook of the Birds of the World,134.4414379,145.9869048
2560,22720963,Emberiza elegans,1,1,3,"Brazil, 2009; MacKinnon and Phillipps, 2000; del Hoyo et al, 2011","Robert Calvert (BirdLife International); Anna Motis (HBW)
",2018,0,, , ,0,2022.1,2018,BirdLife International and Handbook of the Birds of the World,249.5490643,62.20478781
2561,22721003,Emberiza variabilis,1,1,2,"Ding, 2001; Flint, 1984; Byers, 1995; Brazil, 2009",Gill Bunting (BirdLife International); Anna Motis (HBW),2018,0,, , ,0,2022.1,2018,BirdLife International and Handbook of the Birds of the World,77.42652396,26.27949806
2562,22720899,Emberiza godlewskii,1,1,1,"MacKinnon and Phillipps, 2000; Ding, 2001; Rasmussen and Anderton, 2005; Wassink and Oreel, 2007; Brazil, 2009; Ayé et al, 2012; eBird, 2018",Joe Taylor (BirdLife International); Anna Motis (HBW),2018,0,, , ,0,2022.1,2018,BirdLife International and Handbook of the Birds of the World,274.1607938,635.4067099
2563,22720899,Emberiza godlewskii,1,1,3,"MacKinnon and Phillipps, 2000; Ding, 2001",Joe Taylor (BirdLife International),2018,0,, , ,0,2022.1,2010,BirdLife International and Handbook of the Birds of the World,116.0133045,89.04594151
2564,22719574,Estrilda astrild,1,3,1,"Doughty, 1999; Pratt, 1987; Ridgley, 2003; Sinclair, 1998; Cramp, 1997; Shirihai, 2002; Rowlands, 1998; Bregulla, 1992; del Hoyo et al, 2010",BirdLife International,2018,0,, , ,0,2022.1,2018,BirdLife International and Handbook of the Birds of the World,97.50841473,10.81001768
2565,22722343,Eucometis penicillata,1,1,1,"Ridgely, 2002; Rodrigues and Gomes, 2004; Ridgely & Tudor, 2009; eBird, 2018","NatureServe, 2002; Anna Motis (HBW)",2018,0,, , ,0,2022.1,2018,BirdLife International and Handbook of the Birds of the World,475.9321622,473.7608307
2566,22722724,Euphonia laniirostris,1,1,1,"Stiles and Skutch, 1989; Ridgely and Gwynne, 1989; Zook, 2002; Ridgely, 2002; del Hoyo et al, 2011; eBird, 2018; XenoCanto, 2018; WikiAves, 2018; Barrio et al, 2015 ","NatureServe, 2002; Anna Motis (HBW)",2020,0,, ,"Formerly placed in the Thraupidae, but mitochodrial DNA studies show that Euphonias and Chlorophonias are better placed in the Fringillidae (AOU 2003).",0,2022.1,2018,BirdLife International and Handbook of the Birds of the World,255.6521907,367.9226663
2567,22719164,Euplectes afer,1,1,1,"Fry, 2004; Hockey et al, 2005; Ash & Atkins, 2009; Redman et al, 2009; Borrow & Demey, 2014; eBird, 2018",Philip Martin (BirdLife International); Anna Motis (HBW),2018,0,, , ,0,2022.1,2018,BirdLife International and Handbook of the Birds of the World,655.694347,262.2600462
2568,22719164,Euplectes afer,1,3,5,"Raffaele et al., 1998",BirdLife International,2018,0,,Distribution very local., ,0,2022.1,2010,BirdLife International and Handbook of the Birds of the World,12.42199594,1.690639982
2569,22735909,Ficedula parva,1,1,4,"Urban et al., 1997; Snow and Perrins, 1998; Mullarney et al., 1999; del Hoyo et al., 2006",Joe Taylor (BirdLife International),2018,0,, , ,0,2022.1,2010,BirdLife International and Handbook of the Birds of the World,1194.452855,1051.912067
2570,22719144,Foudia omissa,1,1,1,"Safford and Hawkins, 2013; Hawkins et al, 2015",Joe Taylor (BirdLife International); Anna Motis (HBW),2018,0,, , ,0,2022.1,2018,BirdLife International and Handbook of the Birds of the World,50.12363018,10.94164416
2571,22715653,Pterorhinus delesserti,1,1,1,"Ding, 2001; del Hoyo et al, 2007; Rasmussen & Anderton, 2012",Simon Mitchell (BirdLife International); Anna Motis (HBW),2018,0,, , ,0,2022.1,2018,BirdLife International and Handbook of the Birds of the World,19.04024292,10.39407581
2572,22722409,Habia rubica,1,1,1,"Ridgely, 2002; del Hoyo et al, 2011; Ascanio et al, 2017","WWF-US, 2000; NatureServe, 2002; Anna Motis (HBW)",2020,0,, , ,0,2022.1,2018,BirdLife International and Handbook of the Birds of the World,393.5078948,475.9888148
2573,22722242,Pseudospingus verticalis,1,1,1,"Ridgely, 2002; McMullan & Donegan, 2014; Ascanio et al, 2017; eBird, 2018 ","NatureServe, 2002; Anna Motis (HBW)",2018,0,, , ,0,2022.1,2018,BirdLife International and Handbook of the Birds of the World,31.73487676,5.494676142
2574,22713179,Hypsipetes philippinus,1,1,1,"Ding, 2001; del Hoyo et al, 2009; Kennedy, 2000",Gill Bunting (BirdLife International); Anna Motis (HBW),2018,0,, , ,0,2022.1,2018,BirdLife International and Handbook of the Birds of the World,169.7850397,19.28072903
2575,22721331,Melozone fusca,1,1,1,"Poole and Gill, 1992-2002; del Hoyo et al, 2011; eBird, 2018","NatureServe, 2002; Anna Motis (HBW)",2021,0,, , ,0,2022.1,2018,BirdLife International and Handbook of the Birds of the World,90.97193727,156.2415836
2576,22717691,Cyanomitra olivacea,1,1,1,"Jones, 2003; Fry, 2000; del Hoyo et al, 2008; eBird, 2018","BirdLife International; Anna Motis (HBW)
",2018,0,, , ,0,2022.1,2018,BirdLife International and Handbook of the Birds of the World,592.1634202,442.7119372
2577,22717770,Chalcomitra senegalensis,1,1,1,"Fry, 2000; Bobo et al, 2005; Cheke et al, 2001; del Hoyo et al, 2008; eBird, 2018","BirdLife International; Anna Motis (HBW)
",2018,0,, , ,0,2022.1,2018,BirdLife International and Handbook of the Birds of the World,587.5114591,784.6196182
2578,22717826,Cinnyris venustus,1,1,1,"Fry, 2000; Borrow & Demey, 2001; Hockey et al, 2005; Cheke et al, 2001; del Hoyo et al, 2008; Redman et al, 2009; Ash & Atkins, 2009; Dowsett et al, 2008; Dowsett-Lemaire & Dowsett, 2006; Carswell et al, 2005",BirdLife International; Anna Motis (HBW),2018,0,, , ,0,2022.1,2018,BirdLife International and Handbook of the Birds of the World,567.3276159,460.6578644
2579,22717826,Cinnyris venustus,1,1,3,"Fry, 2000; del Hoyo et al, 2008",BirdLife International,2018,0,, , ,0,2022.1,2010,BirdLife International and Handbook of the Birds of the World,47.75401684,26.21056113
2580,22710825,Hartlaubius auratus,1,1,1,Safford and Hawkins 2013,Joe Taylor (BirdLife International); Anna Motis (HBW),2018,0,, , ,0,2022.1,2018,BirdLife International and Handbook of the Birds of the World,76.98988074,35.08421718
2581,22720181,Crithagra mozambica,1,3,5,"Sinclair, 1998",Philip Martin (BirdLife International),2018,0,, , ,0,2022.1,2010,BirdLife International and Handbook of the Birds of the World,13.67237492,1.482675357
2582,22720181,Crithagra mozambica,1,1,1,"Fry, 2004; Ash &Atkins, 2009; Redman et al, 2009; Hockey et al, 2005; Stavrou &d Mills, 2013",Philip Martin (BirdLife International); Anna Motis (HBW),2018,0,, , ,0,2022.1,2018,BirdLife International and Handbook of the Birds of the World,720.1781416,795.28588
2583,22716190,Cyanoderma pyrrhops,1,1,1,"Ding, 2001; del Hoyo et al, 2007; Grimmett et al, 1998; Kazmierczak, 2000; Rasmussen & Anderton, 2005; Dong & Yang, 2010",Richard Johnson (BirdLife International); Anna Motis (HBW),2018,0,, , ,0,2022.1,2018,BirdLife International and Handbook of the Birds of the World,36.60628204,16.22682121
2584,22724243,Leistes loyca,1,1,3,"Ridgely, 2002","NatureServe, 2002",2018,0,, , ,0,2022.1,9999,BirdLife International and Handbook of the Birds of the World,42.38663223,36.28080574
2585,22729346,Leistes militaris,1,1,1,"Stiles & Skutch, 1989; Ridgely & Gwynne, 1989; Zook, 2002; Arendt & Tórrez, 2009; Martínez-Sánchez et al, 2014; Garrigues & Dean, 2014; Delgado et al, 2014; Solano-Ugalde et al, 2009; Olmstead et al, 2011; Lees et al, 2013; Kirwan et al, 2015 ","NatureServe, 2002; Anna Motis (HBW)",2020,0,, , ,0,2022.1,2018,BirdLife International and Handbook of the Birds of the World,385.3051521,301.4402607
